"date","from","to","cc","subject","content"
"10/05/2007","serviceteam.refq80543655gh.gps@citizensbank.com","jose@monkey.org","","Citizens Bank: Important Notification! (message id: v224033189254fj)","Dear    business/corporate  customer    of       Citizens    Bank,Caution: we   continue       to      be     informed      that      customers   and     non-customers      are  receiving fraudulent    phishing     emails      requesting       confidential      information and  credentials.   As   a     reminder,   the      bank   will    NOT send       customers    unsecured email or       other  correspondence requesting   that     they    confirm    or     provide Customer    ID's     User     ID's,     card   numbers,    social       security       number     or       PINs    and passwords.     As       always,     if      you       receive      any   unsolicited      e-mails,    phone   calls,     faxes     or      other     suspicious attempts      to gain    personal  or     confidential      information,      please  e-mail    us  at  fraudprevention@cfgcustomers.com     or call     Cash   Management       Client Services     at 1-877-550-5933,   Monday    to    Friday,   7 a.m. to 6     
 p.m.    ET. For   Additional information      please       see the       events   pageFor security   measures,    we  require    you    to confirm     your  challenge       questions:http://id-177463.citizensbankmoneymanagergps.com/securepage/challenge.aspxSincerely,Citizens       Bank      Online   Billing      Services Teamengine: 0x2888, 0x78, 0x9, 0x03307549, 0x85803899, 0x0738       dec, AZB, COB8, create, JFN, AVIC.     8N19: 0x5, 0x8398      0x8164, 0x8, 0x342, 0x088, 0x2864, 0x6, 0x55957968, 0x89316902, 0x05761229  0x8067     hex: 0x95918671, 0x53691337, 0x5397, 0x51, 0x789, 0x89150186       0x516, 0x8, 0x28, 0x16, 0x314, 0x7799, 0x142, 0x9, 0x1918    rev: 0x19346293, 0x68669700, 0x7714, 0x485, 0x82268595, 0x0, 0x655, 0x512, 0x38  0x57, 0x03185253, 0x11142384, 0x40x38169065, 0x97, 0x601    create: 0x05660899, 0x0790, 0x150, 0x25, 0x73053017   1S92: 0x099  include 6UZO     FVPI: 0x7, 0x1, 0x2, 0x7, 0x4, 0x76670531, 0x15199324, 0x788, 0x536      0x00, 0x88, 0x416, 0x73, 0x674, 0x60444293, 0x9304, 0x4221    AK49 rev hex QIQA NC02 tmp hex W32      0x8504, 0x7, 0x86, 0x139, 0x594, 0x3, 0x723 0x996, 0x47361644, 0x2940, 0x13, 0x61, 0x70, 0x81     include: 0x808, 0x8, 0x2, 0x4620x693, 0x12385211     G8Z: 0x72, 0x835, 0x02242804, 0x5, 0x207, 0x27520987, 0x225, 0x69, 0x8867, 0x2, 0x264, 0x747  6JJM: 0x372, 0x5, 0x6, 0x46375790, 0x62234950, 0x938, 0x634, 0x7, 0x1639, 0x5   0x5665, 0x613, 0x901, 0x8, 0x013, 0x644, 0x0277, 0x9335, 0x2792, 0x196, 0x83157798, 0x0185, 0x4, 0x6071, 0x5239      common LX7E IKKI update P8TE close.0x05678260, 0x8, 0x1278, 0x826, 0x70600065, 0x217      function: 0x4, 0x2, 0x7, 0x7, 0x3, 0x1, 0x31, 0x57, 0x14, 0x0  hex: 0x8637, 0x3, 0x0, 0x3  type, W926.   0x945, 0x2"
"10/06/2007","service@paypal.com","","","PayPal Account Review Department","Security
CenterMilitary Grade Encryption is Only the
StartAt PayPal, we want to increase your security
and comfort level with every transaction. From our Buyer and Seller
Protection Policies to our Verification and Reputation systems, we'll
help
to keep you safe.We have recently noticed one or more attempts to log into your
PayPal account from a
foreign IP address and we have reasons to believe that your account may
have been hijacked
by a third party without your authorization.If you recently accessed your account while traveling, the unusual
login
in attempts
may have been initiated by you.
However, if you are the rightful holder of the account, click on the
link
below to log into your account within the above-mentioned period.Click here to Secure your 
accountIf you choose to ignore our request, you leave us no choice but to
temporaly suspend
your account.We ask that you allow at least 72 hours for the case to be investigated
and we
strongly recommend to verify your account in that time.If you received this notice and you are not the authorized account
holder, please be aware that it is in violation of PayPal policy to
represent
oneself as another PayPal user. Such action may also be in violation of
local, national, and/or international law. PayPal is committed to
assist
law enforcement with any inquires related to attempts to misappropriate
personal information with the intent to commit fraud or theft.
Information will be provided at the request of law enforcement agencies
to
ensure that perpetrators are prosecuted to the fullest extent of the
law.Thanks for your patience and understanding as we work together to
protect
your account.Sincerely,PayPal Account Review DepartmentPayPal, an eBay Company"
"10/07/2007","service@paypal.com, service@paypalobjects.com","jose@monkey.org","","Notification of Limited Account Access","Dear valuedPayPalmember:Identity protection matters. AndPayPalworks day and night to help keep your identity
		safe. That's why it has come to our attention that yourPayPalaccount information needs to be updated as part of our continuing
		commitment to protect your account and to reduce the instance of fraud
		on our website. If you could take 5-10 minutes out of your online
		experience and update your personal records you will not run into any
		future problems with the online service.However, failure to update your records
		will result in account suspension.Once you have updated your account
		records, yourPayPalsession will not be interrupted
		and will continue as normal.To login to yourPayPalaccount and update your records click on the following link:https://www.paypal.com/cgi-bin/webscr?cmd=_login-runThank You for using PayPal!ThePayPalTeam"
"10/07/2007","service@paypal.com, service@paypalobjects.com","jose@monkey.org","","Notification of Limited Account Access","Dear valuedPayPalmember:Identity protection matters. AndPayPalworks day and night to help keep your identity
		safe. That's why it has come to our attention that yourPayPalaccount information needs to be updated as part of our continuing
		commitment to protect your account and to reduce the instance of fraud
		on our website. If you could take 5-10 minutes out of your online
		experience and update your personal records you will not run into any
		future problems with the online service.However, failure to update your records
		will result in account suspension.Once you have updated your account
		records, yourPayPalsession will not be interrupted
		and will continue as normal.To login to yourPayPalaccount and update your records click on the following link:https://www.paypal.com/cgi-bin/webscr?cmd=_login-runThank You for using PayPal!ThePayPalTeam"
"10/07/2007","service@intl.paypal.com, service@security-center.com","jose@monkey.org","","You're Billing Information !",""
"10/07/2007","online-support_id_211262757936370i@monster.com","jose@monkey.org","","Customer notice: your account in Monster","Dear    Monster       (Jobs  &      Careers)  member,Monster     Technical      Department requests      you    to     complete       Online      Employer      Form.This    procedure  is    obligatory      for    all  clients     of  Monster.Please   select   the       hyperlink       and       visit the  address  listed    to      access   Online  Employer     Form.http://hiring-id224172720.monster.com/membersdir/employer_form/mydata.aspxThese       instructions       are    to    be sent       to      all  Monster       members.________________________________________________________________________________©      Monster    -  All     Rights Reservedinterface: 0x92, 0x3269, 0x0, 0x45, 0x31283426, 0x16  6056.    start: 0x2, 0x1, 0x3, 0x1310, 0x463, 0x36024365, 0x29, 0x23, 0x1883, 0x69, 0x38512560, 0x1, 0x26, 0x9     0x17, 0x62, 0x67, 0x0910, 0x1, 0x09507941, 0x2, 0x698, 0x1447    0x2, 0x14741639, 0x2271, 0x03, 0x8562, 0x63, 0x2196, 0x673, 0x44, 0x09, 0x2017, 0x264, 0x32, 0x9, 0x49642245      0x95420356, 0x28, 0x905, 0x87, 0x010, 0x64437570       0x85639767, 0x969, 0x9, 0x852, 0x48737646    0x55588040, 0x5650, 0x53, 0x303, 0x235, 0x929, 0x63855575    0x63, 0x03, 0x255, 0x2include: 0x24, 0x59718523, 0x57, 0x82, 0x29, 0x92655544, 0x59, 0x250, 0x69502266, 0x549, 0x97911335, 0x80466904, 0x92, 0x04715381, 0x993  CMV: 0x3, 0x2809    engine: 0x50, 0x190, 0x35   4ZG close     0x1680  0x563, 0x956, 0x976, 0x17, 0x4, 0x3, 0x501   serv FJF RKVL interface end YUC close U9Y.    rev: 0x35, 0x0   0x96809013, 0x1896  0x285085600x642, 0x96, 0x076, 0x395, 0x613, 0x4   type: 0x669, 0x158, 0x31157357, 0x40319022, 0x4, 0x94, 0x7, 0x392, 0x6619, 0x24, 0x622 0x411, 0x1, 0x0833, 0x6, 0x69, 0x270, 0x81902633, 0x7, 0x658, 0x24907902, 0x9856, 0x391, 0x12, 0x5 update: 0x88, 0x2166, 0x07202175, 0x967, 0x0, 0x8333, 0x243, 0x6748, 0x7820, 0x95616473, 0x99455364, 0x3, 0x21       media N8T M5GK.define: 0x964, 0x6, 0x9, 0x57, 0x90346326, 0x50522903, 0x88, 0x9, 0x53766245, 0x8, 0x29593119, 0x60, 0x541   0x8163, 0x71094676, 0x05894339, 0x2, 0x28825444, 0x36775789, 0x9723, 0x15, 0x09095123, 0x34212643, 0x35      end: 0x53, 0x7482, 0x10562072, 0x4224, 0x19, 0x93763263, 0x01394663     hex     DI99: 0x0984"
"10/08/2007","srv@eby.com","","","Unpaid Item Dispute #260120571043","eBay Unpaid Item Dispute #260120571043 - response requiredDear member,eBay memberuofarkscott44 (569)has that they already paid for item  #260120571043Review the submitted details regarding the payment.Regards,eBay International AG"
"10/08/2007","srv@eby.com","","","Unpaid Item Dispute #260120571043","eBay Unpaid Item Dispute #260120571043 - response requiredDear member,eBay memberuofarkscott44 (569)has that they already paid for item  #260120571043Review the submitted details regarding the payment.Regards,eBay International AG"
"10/08/2007","aw-service@paypai.com","","","Verify Your Account !","Unauthorized access to your PayPal account!We recently noticed more attempts to log in to yourPayPal accountfrom a foreign IP address.If you accessed your account while traveling, the unusual log in 
		attempts may have been initiated by you. However, if you are the 
		rightfull holder of the account, please visit Paypal as soon as possible 
		to verify your identity:Click 
						here to verify your accountYou can also verify your account by logging into your PayPal account athttps://www.paypal.com/us/.If you choose to ignore our request, you leave us no choise but to 
		temporaly suspend your account.We ask that you allow at least 42 hours for the case to be 
		investigated and we strongly recommend to verify your account in that 
		time.Thank you for using PayPal!The PayPal TeamPlease do not reply to this email. This mailbox is 
		not monitored and you will not receive a response. For assistance,log into your 
		PayPal account and choose the Help link located in the top right corner 
		of any PayPal page.To receive email notifications in plain text instead of HTML, update 
		your preferenceshere.PayPal Email ID PP468"
"10/08/2007","aw-confirm@ebay.com","","","Alert: Confirm your online account.","Account On-hold: Please Confirm your eBay account todayeBayDear Valued eBay Customer,We are currently performing regular maintenance of our security measures. Your account has been randomly selected for this maintenance, and you will now 
be taken through a series of identity verification pages.To perform regular maintenance pleaseclick here.Please Note:If we do no receive the appropriate account verification within 24 hours, then 
we will assume this account is fraudulent and will be suspended. The 
purpose of this verification is to ensure that your account has not been 
fraudulently used and to combat the fraud from our community.Thank you for using eBay!The eBay TeamPROTECT YOUR PASSWORDNEVER give your password to anyone, including eBay employees.Please do not reply to this email. This mailbox is not monitored and you will not receive a response. For assistance,log into your eBay account and choose the Help link located in the top right corner of any eBay page.To receive email notifications in plain text instead of HTML, update your preferenceshere.Copyright  1999-2007 eBay. All rights reserved.eBay Email ID 11548"
